Country.or.area,ISO.code,Year,DataValue,Estimating.Methods,DataProcess
Austria,40,1997.5,1.4,Direct,Estimate
Austria,40,1998.5,1.37,Direct,Estimate
Austria,40,1999.5,1.34,Direct,Estimate
Austria,40,2000.5,1.37,Direct,Estimate
Austria,40,2001.5,1.33,Direct,Estimate
Austria,40,2002.5,1.39,Direct,Estimate
Austria,40,2003.5,1.37,Direct,Estimate
Austria,40,2004.5,1.42,Direct,Estimate
Austria,40,2005.5,1.4,Direct,Estimate
Austria,40,2006.5,1.4,Direct,Estimate
Austria,40,2007.5,1.38,Direct,Estimate
Austria,40,2008.5,1.41,Direct,Estimate
Austria,40,2009.5,1.39,Direct,Estimate
Austria,40,2010.5,1.44,Direct,Estimate
Austria,40,2011.5,1.43,Direct,Estimate
Austria,40,2012.5,1.44,Direct,Estimate
Austria,40,2013.5,1.44,Direct,Estimate
Austria,40,2014.5,1.46,Direct,Estimate
Austria,40,2015.5,1.49,Direct,Estimate
Austria,40,2016.5,1.53,Direct,Estimate
Austria,40,2017.5,1.52,Direct,Estimate
Azerbaijan,31,1959,5.01,Direct,VR
Azerbaijan,31,1962,5.23,Direct,VR
Azerbaijan,31,1963,5.36,Direct,VR
Azerbaijan,31,1964,5.44,Direct,VR
Azerbaijan,31,1965,5.4,Direct,VR
Azerbaijan,31,1966,5.27,Direct,VR
Azerbaijan,31,1967,5.08,Direct,VR
Azerbaijan,31,1968,4.97,Direct,VR
Azerbaijan,31,1969,4.79,Direct,VR
Azerbaijan,31,1970,4.63,Direct,VR
Azerbaijan,31,1971,4.56,Direct,VR
Azerbaijan,31,1972,4.3,Direct,VR
Azerbaijan,31,1973,4.13,Direct,VR
Azerbaijan,31,1974,4.03,Direct,VR
Azerbaijan,31,1975,3.95,Direct,VR
Azerbaijan,31,1976,3.92,Direct,VR
Azerbaijan,31,1977,3.82,Direct,VR
Azerbaijan,31,1978,3.64,Direct,VR
Azerbaijan,31,1979,3.48,Direct,VR
Azerbaijan,31,1979.8,3.9,Direct,Estimate
Azerbaijan,31,1980,3.33,Direct,VR
Azerbaijan,31,1981,3.23,Direct,VR
Azerbaijan,31,1982,3.11,Direct,VR
Azerbaijan,31,1984,2.98,Direct,VR
Azerbaijan,31,1985,3.36,Direct,Estimate
Azerbaijan,31,1985,2.93,Direct,VR
Azerbaijan,31,1986,2.94,Direct,VR
Azerbaijan,31,1987,2.93,Direct,VR
Azerbaijan,31,1988.5,2.82,Direct,VR
Azerbaijan,31,1989.2,3.06,Indirect,DHS
Azerbaijan,31,1989.5,2.8,Direct,Estimate
Azerbaijan,31,1989.5,2.79,Direct,VR
Azerbaijan,31,1990.5,2.8,Direct,Estimate
Azerbaijan,31,1990.5,2.78,Direct,VR
Azerbaijan,31,1991.5,2.9,Direct,Estimate
Azerbaijan,31,1991.5,2.81,Direct,VR
Azerbaijan,31,1992.5,2.7,Direct,Estimate
Azerbaijan,31,1992.5,2.69,Direct,VR
Azerbaijan,31,1993.5,2.7,Direct,Estimate
Azerbaijan,31,1993.5,2.64,Direct,VR
Azerbaijan,31,1994.2,2.9,Indirect,DHS
Azerbaijan,31,1994.5,2.5,Direct,Estimate
Azerbaijan,31,1994.5,2.45,Direct,VR
Azerbaijan,31,1995.5,2.3,Direct,Estimate
Azerbaijan,31,1995.5,2.19,Direct,VR
Azerbaijan,31,1996.5,2.1,Direct,Estimate
Azerbaijan,31,1996.5,1.98,Direct,VR
Azerbaijan,31,1997.5,2.1,Direct,Estimate
Azerbaijan,31,1997.5,2.02,Direct,VR
Azerbaijan,31,1998.5,2,Direct,Estimate
Azerbaijan,31,1998.5,1.85,Direct,VR
Azerbaijan,31,1999.2,2.05,Indirect,DHS
Azerbaijan,31,1999.5,2,Direct,Estimate
Azerbaijan,31,1999.5,1.72,Direct,VR
Azerbaijan,31,1999.9,2.07,Direct,RHS
Azerbaijan,31,2000.5,2,Direct,Estimate
Azerbaijan,31,2000.5,1.7,Direct,VR
Azerbaijan,31,2001.5,1.83,Direct,Estimate
Azerbaijan,31,2001.5,1.59,Direct,VR
Azerbaijan,31,2002.5,1.84,Direct,Estimate
Azerbaijan,31,2002.5,1.58,Direct,VR
Azerbaijan,31,2003.5,1.91,Direct,Estimate
Azerbaijan,31,2003.5,1.59,Direct,VR
Azerbaijan,31,2004.2,1.96,Direct,DHS
Azerbaijan,31,2004.5,2.05,Direct,Estimate
Azerbaijan,31,2004.5,2.05,Direct,VR
Azerbaijan,31,2005.2,2.03,Direct,DHS
Azerbaijan,31,2005.5,2.33,Direct,VR
Azerbaijan,31,2006.5,1.97,Direct,Estimate
Azerbaijan,31,2006.5,2.33,Direct,VR
Azerbaijan,31,2007.5,1.97,Direct,Estimate
Azerbaijan,31,2007.5,2.3,Direct,VR
Azerbaijan,31,2008.5,1.91,Direct,Estimate
Azerbaijan,31,2008.5,2.25,Direct,VR
Azerbaijan,31,2009.5,1.83,Direct,Estimate
Azerbaijan,31,2009.5,2.26,Direct,VR
Azerbaijan,31,2010.2,2.07,Direct,DHS-NS
Azerbaijan,31,2010.5,1.94,Direct,Estimate
Azerbaijan,31,2010.5,2.27,Direct,VR
Azerbaijan,31,2011.5,2.38,Direct,VR
Azerbaijan,31,2012.5,2.02,Direct,Estimate
Azerbaijan,31,2012.5,2.34,Direct,VR
Azerbaijan,31,2013.5,2,Direct,Estimate
Azerbaijan,31,2013.5,2.22,Direct,VR
Azerbaijan,31,2014.5,1.99,Direct,Estimate
Azerbaijan,31,2014.5,2.18,Direct,VR
Azerbaijan,31,2015.5,1.96,Direct,Estimate
Azerbaijan,31,2015.5,2.12,Direct,VR
Azerbaijan,31,2016.5,1.92,Direct,Estimate
Azerbaijan,31,2016.5,2.04,Direct,VR
Azerbaijan,31,2017.5,1.76,Direct,Estimate
Azerbaijan,31,2017.5,1.87,Direct,VR
Bahamas,44,1970.5,3.96,Direct,Estimate
Bahamas,44,1975.5,2.51,Direct,Estimate
Bahamas,44,1980.5,2.78,Direct,Estimate
Bahamas,44,1985.5,2.47,Direct,Estimate
Bahamas,44,1990.5,2.52,Direct,Estimate
Bahamas,44,1991.5,2.51,Direct,Estimate
Bahamas,44,1992.5,2.71,Direct,Estimate
Bahamas,44,1993.5,2.61,Direct,Estimate
Bahamas,44,1994.5,2.38,Direct,Estimate
Bahamas,44,1995.5,2.43,Direct,Estimate
Bahamas,44,1996.5,2.3,Direct,Estimate
Bahamas,44,1997.5,2.24,Direct,Estimate
Bahamas,44,1998.5,2.26,Direct,Estimate
Bahamas,44,1999.5,2.06,Direct,Estimate
Bahamas,44,2000.5,1.98,Direct,Estimate
Bahamas,44,2001.5,2,Direct,Estimate
Bahamas,44,2002.5,1.92,Direct,Estimate
Bahamas,44,2003.5,1.88,Direct,Estimate
Bahamas,44,2004.5,1.9,Direct,Estimate
Bahamas,44,2004.5,1.9,Direct,VR
Bahamas,44,2005.5,2.05,Direct,Estimate
Bahamas,44,2005.5,2.05,Direct,VR
Bahamas,44,2006.5,1.92,Direct,Estimate
Bahamas,44,2006.5,1.93,Direct,VR
Bahamas,44,2007.5,2.14,Direct,Estimate
Bahamas,44,2007.5,2.14,Direct,VR
Bahamas,44,2008.5,2,Direct,Estimate
Bahamas,44,2008.5,2,Direct,VR
Bahamas,44,2009.5,2.02,Direct,Estimate
Bahamas,44,2009.5,2.03,Direct,VR
Bahamas,44,2010.5,1.82,Direct,Estimate
Bahamas,44,2010.5,2,Direct,Census
Bahamas,44,2010.5,1.94,Direct,VR
Bahamas,44,2011.5,1.8,Direct,Estimate
Bahamas,44,2011.5,1.69,Direct,VR
Bahamas,44,2012.5,1.74,Direct,Estimate
Bahamas,44,2012.5,1.76,Direct,VR
Bahamas,44,2013.5,1.94,Direct,Estimate
Bahamas,44,2013.5,1.72,Direct,Estimate
Bahamas,44,2013.5,1.73,Direct,VR
Bahamas,44,2014.5,1.48,Direct,Estimate
Bahamas,44,2014.5,1.69,Direct,VR
Bahamas,44,2015.5,1.57,Direct,VR
Bahamas,44,2016.5,1.5,Direct,VR
Bahamas,44,2017.5,1.42,Direct,VR
Bahrain,48,1971.5,6.7,Direct,Census
Bahrain,48,1977.5,4.85,Direct,VR
Bahrain,48,1978.5,4.71,Direct,VR
Bahrain,48,1979.5,4.48,Direct,VR
Bahrain,48,1980.5,4.39,Direct,VR
Bahrain,48,1981.5,4.12,Direct,VR
Bahrain,48,1981.5,4.4,Direct,Estimate
Bahrain,48,1982.5,4.4,Direct,Estimate
Bahrain,48,1982.5,4.11,Direct,VR
Bahrain,48,1983.5,3.97,Direct,VR
Bahrain,48,1983.5,4.3,Direct,Estimate
Bahrain,48,1984.5,4.1,Direct,Estimate
Bahrain,48,1984.5,3.77,Direct,VR
Bahrain,48,1985.5,3.82,Direct,VR
Bahrain,48,1985.5,4.2,Direct,Estimate
Bahrain,48,1986.5,4.3,Direct,Estimate
Bahrain,48,1986.5,3.91,Direct,VR
Bahrain,48,1987.5,3.7,Direct,VR
Bahrain,48,1987.5,4,Direct,Estimate
Bahrain,48,1988.5,4,Direct,Estimate
Bahrain,48,1988.5,3.54,Direct,VR
Bahrain,48,1989,4.19,Direct,GFHS
Bahrain,48,1989.5,4,Direct,Estimate
Bahrain,48,1989.5,3.67,Direct,VR
Bahrain,48,1990.5,3.49,Direct,VR
Bahrain,48,1990.5,3.9,Direct,Estimate
Bahrain,48,1991.5,3.35,Direct,Estimate
Bahrain,48,1991.5,3.36,Direct,VR
Bahrain,48,1992.5,3.43,Direct,VR
Bahrain,48,1992.5,3.42,Direct,Estimate
Bahrain,48,1993,3.43,Direct,GFHS
Bahrain,48,1993.5,3.39,Direct,Estimate
Bahrain,48,1993.5,3.41,Direct,VR
Bahrain,48,1994.5,3.2,Direct,VR
Bahrain,48,1994.5,3.2,Direct,Estimate
Bahrain,48,1995.5,3.04,Direct,Estimate
Bahrain,48,1995.5,3.02,Direct,VR
Bahrain,48,1996.5,2.86,Direct,VR
Bahrain,48,1996.5,2.88,Direct,Estimate
Bahrain,48,1997.5,2.84,Direct,Estimate
Bahrain,48,1997.5,2.83,Direct,VR
Bahrain,48,1997.5,3.4,Direct,Estimate
Bahrain,48,1997.5,3.4,Direct,Estimate
Bahrain,48,1998.5,2.78,Direct,Estimate
Bahrain,48,1998.5,2.75,Direct,VR
Bahrain,48,1998.5,3.32,Direct,Estimate
Bahrain,48,1998.5,3.3,Direct,Estimate
Bahrain,48,1999.5,2.9,Direct,Estimate
Bahrain,48,1999.5,2.84,Direct,VR
Bahrain,48,1999.5,3.4,Direct,Estimate
Bahrain,48,1999.5,3.38,Direct,Estimate
Bahrain,48,2000.5,2.73,Direct,VR
Bahrain,48,2000.5,3.24,Direct,Estimate
Bahrain,48,2000.5,3.2,Direct,Estimate
Bahrain,48,2001.5,2.6,Direct,VR
Bahrain,48,2001.5,3,Direct,Estimate
Bahrain,48,2001.5,3,Direct,Estimate
Bahrain,48,2002.5,2.6,Direct,Estimate
Bahrain,48,2002.5,2.6,Direct,VR
Bahrain,48,2002.5,2.44,Direct,Estimate
Bahrain,48,2002.5,2.9,Direct,Estimate
Bahrain,48,2003.5,2.6,Direct,Estimate
Bahrain,48,2003.5,2.74,Direct,VR
Bahrain,48,2003.5,2.58,Direct,Estimate
Bahrain,48,2003.5,2.9,Direct,Estimate
Bahrain,48,2004.5,2.6,Direct,Estimate
Bahrain,48,2004.5,2.72,Direct,VR
Bahrain,48,2004.5,2,Direct,Estimate
Bahrain,48,2004.5,2.3,Direct,Estimate
Bahrain,48,2005.5,2.6,Direct,Estimate
Bahrain,48,2005.5,2.61,Direct,VR
Bahrain,48,2005.5,2.02,Direct,Estimate
Bahrain,48,2005.5,2.1,Direct,Estimate
Bahrain,48,2006.5,2.5,Direct,Estimate
Bahrain,48,2006.5,2.32,Direct,VR
Bahrain,48,2006.5,2,Direct,Estimate
Bahrain,48,2006.5,2,Direct,Estimate
Bahrain,48,2007.5,2,Direct,Estimate
Bahrain,48,2007.5,2.2,Direct,VR
Bahrain,48,2007.5,1.96,Direct,Estimate
Bahrain,48,2007.5,1.96,Direct,Estimate
Bahrain,48,2008.5,1.92,Direct,Estimate
Bahrain,48,2008.5,2.06,Direct,VR
Bahrain,48,2008.5,1.97,Direct,Estimate
Bahrain,48,2008.5,1.97,Direct,Estimate
Bahrain,48,2009.5,1.95,Direct,Estimate
Bahrain,48,2009.5,1.95,Direct,VR
Bahrain,48,2009.5,1.9,Direct,Estimate
Bahrain,48,2009.5,1.95,Direct,Estimate
Bahrain,48,2010.5,1.88,Direct,Estimate
Bahrain,48,2010.5,1.88,Direct,VR
Bahrain,48,2010.5,1.9,Direct,Estimate
Bahrain,48,2010.5,1.8,Direct,Estimate
Bahrain,48,2011.5,1.97,Direct,Estimate
Bahrain,48,2011.5,1.94,Direct,VR
Bahrain,48,2011.5,2,Direct,Estimate
Bahrain,48,2011.5,1.97,Direct,Estimate
Bahrain,48,2012.5,2.13,Direct,Estimate
Bahrain,48,2012.5,2.14,Direct,VR
Bahrain,48,2012.5,2.1,Direct,Estimate
Bahrain,48,2012.5,2.13,Direct,Estimate
Bahrain,48,2013.5,2.16,Direct,Estimate
Bahrain,48,2013.5,2.1,Direct,Estimate
Bahrain,48,2013.5,2.16,Direct,Estimate
Bahrain,48,2014.5,2.17,Direct,Estimate
Bangladesh,50,1955.5,7.35,Direct,Estimate
Bangladesh,50,1958.5,6.91,Indirect,WFS
Bangladesh,50,1959.5,6.25,Direct,Estimate
Bangladesh,50,1961,6.61,Direct,Survey
Bangladesh,50,1961.5,7.4,Direct,Survey
Bangladesh,50,1963.5,7.8,Indirect,WFS
Bangladesh,50,1963.5,6.78,Direct,PGE
Bangladesh,50,1964.5,6.16,Direct,PGE
Bangladesh,50,1964.5,6.46,Direct,PGE
Bangladesh,50,1964.5,6.97,Indirect,Survey
Bangladesh,50,1964.5,6.63,Indirect,Survey
Bangladesh,50,1965.5,6.6,Indirect,Survey
Bangladesh,50,1965.5,6.95,Indirect,Survey
Bangladesh,50,1965.5,5.79,Direct,PGE
Bangladesh,50,1966.5,6.6,Indirect,Survey
Bangladesh,50,1966.5,6.94,Indirect,Survey
Bangladesh,50,1967.5,6.52,Indirect,Survey
Bangladesh,50,1967.5,6.86,Indirect,Survey
Bangladesh,50,1968.5,6.72,Indirect,Survey
Bangladesh,50,1968.5,7.07,Indirect,Survey
Bangladesh,50,1968.5,8.18,Indirect,WFS
Bangladesh,50,1969.5,6.95,Indirect,Survey
Bangladesh,50,1969.5,7.31,Indirect,Survey
Bangladesh,50,1970.5,6.77,Indirect,Survey
Bangladesh,50,1970.5,7.12,Indirect,Survey
Bangladesh,50,1971.5,6.84,Indirect,Survey
Bangladesh,50,1971.5,7.19,Indirect,Survey
Bangladesh,50,1972.5,6.7,Indirect,Survey
Bangladesh,50,1972.5,7.05,Indirect,Survey
Bangladesh,50,1973.5,6.77,Indirect,Survey
Bangladesh,50,1973.5,7.36,Indirect,Survey
Bangladesh,50,1973.5,4.82,Direct,Survey
Bangladesh,50,1973.5,6.09,Direct,WFS
Bangladesh,50,1974,7.07,Direct,Survey
Bangladesh,50,1974.5,5.66,Direct,WFS
Bangladesh,50,1976.5,6.87,Indirect,DHS
Bangladesh,50,1978.5,5.9,Direct,Survey
Bangladesh,50,1979.5,6.71,Indirect,DHS
Bangladesh,50,1980.5,4.99,Direct,Survey
Bangladesh,50,1981.5,5.04,Direct,SVRS
Bangladesh,50,1981.5,4.97,Direct,Estimate
Bangladesh,50,1981.5,6.95,Indirect,DHS
Bangladesh,50,1982.5,5.21,Direct,SVRS
Bangladesh,50,1982.5,4.95,Direct,CPS
Bangladesh,50,1982.5,5.68,Indirect,DHS
Bangladesh,50,1983.5,5.06,Direct,SVRS
Bangladesh,50,1983.7,5.86,Indirect,DHS-NS
Bangladesh,50,1984.5,4.83,Direct,SVRS
Bangladesh,50,1984.5,4.81,Direct,Estimate
Bangladesh,50,1984.5,4.61,Direct,CPS
Bangladesh,50,1984.5,6.2,Indirect,DHS
Bangladesh,50,1985.5,4.72,Direct,Estimate
Bangladesh,50,1985.5,4.71,Direct,SVRS
Bangladesh,50,1986.5,4.64,Direct,Estimate
Bangladesh,50,1986.5,4.7,Direct,SVRS
Bangladesh,50,1986.5,5.87,Indirect,DHS
Bangladesh,50,1986.7,5.58,Indirect,DHS
Bangladesh,50,1987.5,4.42,Direct,SVRS
Bangladesh,50,1987.5,4.42,Direct,Estimate
Bangladesh,50,1987.5,5.27,Indirect,DHS
Bangladesh,50,1988.5,4.45,Direct,Estimate
Bangladesh,50,1988.5,4.39,Direct,SVRS
Bangladesh,50,1988.7,5.46,Indirect,DHS-NS
Bangladesh,50,1989.5,4.34,Direct,SVRS
Bangladesh,50,1989.5,5.08,Indirect,DHS
Bangladesh,50,1989.9,4.59,Indirect,DHS
Bangladesh,50,1990.5,4.33,Direct,SVRS
Bangladesh,50,1991.5,4.21,Direct,SVRS
Bangladesh,50,1991.5,4.24,Direct,Estimate
Bangladesh,50,1991.5,3.92,Direct,DHS
Bangladesh,50,1991.7,4.79,Indirect,DHS
Bangladesh,50,1992.5,4.18,Direct,SVRS
Bangladesh,50,1992.5,4.26,Indirect,DHS
Bangladesh,50,1992.5,3.44,Direct,DHS
Bangladesh,50,1993.5,3.84,Direct,Estimate
Bangladesh,50,1993.5,3.96,Direct,SVRS
Bangladesh,50,1993.7,4.37,Indirect,DHS-NS
Bangladesh,50,1994.2,4.21,Indirect,DHS
Bangladesh,50,1994.5,3.58,Direct,SVRS
Bangladesh,50,1994.5,3.58,Direct,Estimate
Bangladesh,50,1994.5,3.45,Direct,DHS
Bangladesh,50,1994.9,4.08,Indirect,DHS
Bangladesh,50,1995.5,3.45,Direct,Estimate
Bangladesh,50,1995.5,3.45,Direct,SVRS
Bangladesh,50,1995.5,3.27,Direct,DHS
Bangladesh,50,1996.5,3.4,Direct,SVRS
Bangladesh,50,1996.5,3.41,Direct,Estimate
Bangladesh,50,1996.7,4.02,Indirect,DHS
Bangladesh,50,1997.2,4.01,Indirect,DHS
Bangladesh,50,1997.5,3.1,Direct,Estimate
Bangladesh,50,1997.5,3.11,Direct,SVRS
Bangladesh,50,1997.5,3.41,Direct,DHS
Bangladesh,50,1998.5,2.98,Direct,SVRS
Bangladesh,50,1998.5,2.98,Direct,Estimate
Bangladesh,50,1998.5,3.31,Direct,DHS
Bangladesh,50,1998.8,3.39,Direct,DHS-NS
Bangladesh,50,1999.3,3.95,Indirect,DHS
Bangladesh,50,1999.7,3.22,Direct,DHS-NS
Bangladesh,50,1999.9,3.68,Indirect,DHS
Bangladesh,50,2000.5,2.59,Direct,Estimate
Bangladesh,50,2000.5,2.6,Direct,SVRS
Bangladesh,50,2001.5,2.56,Direct,SVRS
Bangladesh,50,2001.5,2.56,Direct,Estimate
Bangladesh,50,2001.7,3.17,Direct,DHS
Bangladesh,50,2002.2,3.63,Indirect,DHS
Bangladesh,50,2002.5,2.55,Direct,Estimate
Bangladesh,50,2002.5,2.55,Direct,SVRS
Bangladesh,50,2002.7,3.03,Direct,DHS
Bangladesh,50,2003.5,2.57,Direct,SVRS
Bangladesh,50,2003.5,2.57,Direct,Estimate
Bangladesh,50,2004.3,3.34,Indirect,DHS
Bangladesh,50,2004.5,2.51,Direct,Estimate
Bangladesh,50,2004.5,2.52,Direct,SVRS
Bangladesh,50,2004.9,2.83,Direct,DHS
Bangladesh,50,2005.5,2.44,Direct,SVRS
Bangladesh,50,2005.5,2.46,Direct,Estimate
Bangladesh,50,2005.6,2.56,Direct,MICS
Bangladesh,50,2005.9,2.71,Direct,DHS
Bangladesh,50,2006.5,2.41,Direct,Estimate
Bangladesh,50,2006.5,2.41,Direct,SVRS
Bangladesh,50,2007.2,2.93,Indirect,DHS
Bangladesh,50,2007.5,2.39,Direct,SVRS
Bangladesh,50,2007.5,2.39,Direct,Estimate
Bangladesh,50,2008.5,2.3,Direct,Estimate
Bangladesh,50,2008.5,2.27,Direct,SVRS
Bangladesh,50,2008.5,2.27,Direct,SVRS
Bangladesh,50,2009.3,2.53,Direct,DHS
Bangladesh,50,2009.5,2.15,Direct,Estimate
Bangladesh,50,2009.5,2.15,Direct,SVRS
Bangladesh,50,2009.5,2.15,Direct,SVRS
Bangladesh,50,2010.3,2.32,Direct,DHS
Bangladesh,50,2010.5,2.13,Direct,SVRS
Bangladesh,50,2010.5,2.13,Direct,SVRS
Bangladesh,50,2010.5,2.12,Direct,Estimate
Bangladesh,50,2011.5,2.11,Direct,Estimate
Bangladesh,50,2011.5,2.11,Direct,SVRS
Bangladesh,50,2011.5,2.11,Direct,SVRS
Bangladesh,50,2011.6,2.3,Direct,MICS
Bangladesh,50,2012.2,2.31,Direct,DHS
Bangladesh,50,2012.5,2.13,Direct,SVRS
Bangladesh,50,2012.5,2.13,Direct,SVRS
Bangladesh,50,2012.5,2.12,Direct,Estimate
Bangladesh,50,2013.2,2.28,Direct,DHS
Bangladesh,50,2013.5,2.11,Direct,Estimate
Bangladesh,50,2013.5,2.11,Direct,SVRS
Bangladesh,50,2014.5,2.11,Direct,SVRS
Bangladesh,50,2015.5,2.05,Direct,SVRS
Bangladesh,50,2016.5,2.06,Direct,SVRS
Barbados,52,1954.5,4.03,Direct,Estimate
Barbados,52,1955.5,4.04,Direct,Estimate
Barbados,52,1956.5,3.9,Direct,VR
Barbados,52,1956.5,3.9,Direct,Estimate
Barbados,52,1957.5,4.05,Direct,Estimate
Barbados,52,1957.5,4.05,Direct,VR
Barbados,52,1958.5,4.01,Direct,VR
Barbados,52,1958.5,4.01,Direct,Estimate
Barbados,52,1959.5,3.9,Direct,Estimate
Barbados,52,1959.5,3.91,Direct,VR
Barbados,52,1960.5,4.73,Direct,Estimate
Barbados,52,1961.5,3.89,Direct,Estimate
Barbados,52,1962.5,4,Direct,Estimate
Barbados,52,1962.5,4.01,Direct,VR
Barbados,52,1963.5,3.89,Direct,Estimate
Barbados,52,1964.5,3.68,Direct,Estimate
Barbados,52,1965.5,3.59,Direct,Estimate
Barbados,52,1967.5,2.92,Direct,Estimate
Barbados,52,1968.5,2.84,Direct,Estimate
Barbados,52,1968.5,2.84,Direct,VR
Barbados,52,1969.5,2.66,Direct,VR
Barbados,52,1969.5,2.67,Direct,Estimate
Barbados,52,1970.5,3.03,Direct,Estimate
Barbados,52,1976.5,2.2,Direct,Estimate
Barbados,52,1976.5,2.22,Direct,VR
Barbados,52,1978.5,1.79,Direct,Estimate
Barbados,52,1980.5,1.88,Direct,Estimate
Barbados,52,1987.5,1.6,Direct,Estimate
Barbados,52,1988.5,1.58,Direct,Estimate
Barbados,52,1998.5,1.74,Direct,VR
Barbados,52,1999.5,1.76,Direct,VR
Barbados,52,2000.5,1.94,Direct,VR
Barbados,52,2001.5,1.93,Direct,VR
Barbados,52,2002.5,1.9,Direct,VR
Barbados,52,2003.5,1.8,Direct,VR
Belarus,112,1959,2.8,Direct,VR
Belarus,112,1960.5,2.8,Indirect,Estimate
Belarus,112,1961.5,2.61,Indirect,Estimate
Belarus,112,1962.5,2.57,Indirect,Estimate
Belarus,112,1963.5,2.46,Indirect,Estimate
Belarus,112,1964.5,2.36,Indirect,Estimate
Belarus,112,1965.5,2.27,Indirect,Estimate
Belarus,112,1966,2.28,Direct,VR
Belarus,112,1966.5,2.28,Indirect,Estimate
Belarus,112,1967.5,2.26,Indirect,Estimate
Belarus,112,1968.5,2.23,Indirect,Estimate
Belarus,112,1969.5,2.18,Indirect,Estimate
Belarus,112,1970,2.3,Direct,VR
Belarus,112,1970.5,2.3,Indirect,Estimate
Belarus,112,1971.5,2.34,Indirect,Estimate
Belarus,112,1972.5,2.36,Indirect,Estimate
Belarus,112,1973.5,2.29,Indirect,Estimate
Belarus,112,1974.5,2.24,Indirect,Estimate
Belarus,112,1975.5,2.2,Indirect,Estimate
Belarus,112,1976,2.16,Direct,VR
Belarus,112,1976.5,2.16,Indirect,Estimate
Belarus,112,1977.5,2.11,Indirect,Estimate
Belarus,112,1978.5,2.08,Indirect,Estimate
Belarus,112,1979,2.06,Direct,VR
Belarus,112,1979.5,2.06,Indirect,Estimate
Belarus,112,1980.5,2.04,Indirect,Estimate
Belarus,112,1981,2.02,Direct,VR
Belarus,112,1981.5,2.07,Indirect,Estimate
Belarus,112,1982.5,2.02,Indirect,Estimate
Belarus,112,1983,2.09,Direct,VR
Belarus,112,1983.5,2.09,Indirect,Estimate
Belarus,112,1984.5,2.14,Indirect,Estimate
Belarus,112,1984.5,2.08,Direct,VR
Belarus,112,1985.5,2.08,Indirect,Estimate
Belarus,112,1986,2.1,Direct,VR
Belarus,112,1986.5,2.1,Indirect,Estimate
Belarus,112,1987.5,2.04,Indirect,Estimate
Belarus,112,1987.5,2.08,Direct,VR
Belarus,112,1988.5,2.04,Indirect,Estimate
Belarus,112,1988.5,2.04,Direct,VR
Belarus,112,1989.5,2.02,Indirect,Estimate
Belarus,112,1989.5,2.02,Direct,VR
Belarus,112,1990.5,1.9,Indirect,Estimate
Belarus,112,1990.5,1.91,Direct,VR
Belarus,112,1995.5,1.4,Direct,VR
Belarus,112,1996.5,1.33,Direct,VR
Belarus,112,1997.5,1.25,Direct,VR
Belarus,112,1998.5,1.29,Direct,VR
Belarus,112,1999.5,1.3,Direct,VR
Belarus,112,2000.5,1.31,Direct,VR
Belarus,112,2005.5,1.25,Direct,VR
Belarus,112,2006.5,1.34,Direct,VR
Belarus,112,2007.5,1.44,Direct,VR
Belarus,112,2008.5,1.5,Direct,VR
Belarus,112,2009.5,1.52,Direct,VR
Belarus,112,2010.5,1.51,Direct,VR
Belarus,112,2011.5,1.53,Direct,VR
Belarus,112,2012.5,1.64,Direct,VR
Belarus,112,2013.5,1.68,Direct,VR
Belarus,112,2014.5,1.71,Direct,VR
Belarus,112,2015.5,1.74,Direct,VR
Belarus,112,2016.5,1.75,Direct,VR
Belarus,112,2017.5,1.55,Direct,VR
Belgium,56,1950.5,2.35,Direct,VR
Belgium,56,1951.5,2.29,Direct,VR
Belgium,56,1952.5,2.34,Direct,VR
Belgium,56,1955.5,2.39,Direct,VR
Belgium,56,1956.5,2.42,Direct,VR
Belgium,56,1957.5,2.46,Direct,VR
Belgium,56,1958.5,2.5,Direct,VR
Belgium,56,1959.5,2.56,Direct,VR
Belgium,56,1960.5,2.53,Direct,Estimate
Belgium,56,1960.5,2.53,Direct,VR
Belgium,56,1961.5,2.63,Direct,Estimate
Belgium,56,1962.5,2.6,Direct,Estimate
Belgium,56,1963.5,2.68,Direct,Estimate
Belgium,56,1964.5,2.69,Direct,Estimate
Belgium,56,1965.5,2.6,Direct,Estimate
Belgium,56,1966.5,2.5,Direct,Estimate
Belgium,56,1967.5,2.39,Direct,Estimate
Belgium,56,1968.5,2.3,Direct,Estimate
Belgium,56,1969.5,2.27,Direct,Estimate
Belgium,56,1970.5,2.25,Direct,Estimate
Belgium,56,1971.5,2.21,Direct,Estimate
Belgium,56,1972.5,2.09,Direct,Estimate
Belgium,56,1973.5,1.95,Direct,Estimate
Belgium,56,1974.5,1.83,Direct,Estimate
Belgium,56,1975.5,1.74,Direct,Estimate
Belgium,56,1976.5,1.73,Direct,Estimate
Belgium,56,1977.5,1.71,Direct,Estimate
Belgium,56,1978.5,1.7,Direct,Estimate
Belgium,56,1979.5,1.7,Direct,Estimate
Belgium,56,1980.5,1.68,Direct,Estimate
Belgium,56,1981.5,1.67,Direct,Estimate
Belgium,56,1982.5,1.62,Direct,Estimate
Belgium,56,1983.5,1.57,Direct,Estimate
Belgium,56,1984.5,1.54,Direct,Estimate
Belgium,56,1985.5,1.51,Direct,Estimate
Belgium,56,1986.5,1.55,Direct,Estimate
Belgium,56,1987.5,1.55,Direct,Estimate
Belgium,56,1988.5,1.58,Direct,Estimate
